date,years,spread_bp
2020-12-03,10.0,91.085
2020-12-04,3.0,29.615
2020-12-04,5.0,49.936
2020-12-04,7.0,70.256
2020-12-04,10.0,90.781
2020-12-07,3.0,30.3
2020-12-07,5.0,50.855
2020-12-07,7.0,71.689
2020-12-07,10.0,92.017
2020-12-08,3.0,30.595
2020-12-08,5.0,50.99
2020-12-08,7.0,71.67
2020-12-08,10.0,92.179
2020-12-09,3.0,31.494
2020-12-09,5.0,52.203
2020-12-09,7.0,72.785
2020-12-09,10.0,93.275
2020-12-10,3.0,32.302
2020-12-10,5.0,52.974
2020-12-10,7.0,73.581
2020-12-10,10.0,93.927
2020-12-11,3.0,33.063
2020-12-11,5.0,53.846
2020-12-11,7.0,74.664
2020-12-11,10.0,94.888
2020-12-14,3.0,33.584
2020-12-14,5.0,54.193
2020-12-14,7.0,74.688
2020-12-14,10.0,95.079
2020-12-15,3.0,32.673
2020-12-15,5.0,52.619
2020-12-15,7.0,73.148
2020-12-15,10.0,93.813
2020-12-16,3.0,32.504
2020-12-16,5.0,52.944
2020-12-16,7.0,73.515
2020-12-16,10.0,93.812
2020-12-17,3.0,32.321
2020-12-17,5.0,52.515
2020-12-17,7.0,72.905
2020-12-17,10.0,93.5
2020-12-18,3.0,32.835
2020-12-18,5.0,53.278
2020-12-18,7.0,74.163
2020-12-18,10.0,94.127
2020-12-21,3.0,34.514
2020-12-21,5.0,55.2
2020-12-21,7.0,75.915
2020-12-21,10.0,95.987
2020-12-22,3.0,35.318
2020-12-22,5.0,55.78
2020-12-22,7.0,76.403
2020-12-22,10.0,96.485
2020-12-23,3.0,34.005
2020-12-23,5.0,54.248
2020-12-23,10.0,95.193
2020-12-24,3.0,32.941
2020-12-24,5.0,53.935
2020-12-24,10.0,94.019
2020-12-25,3.0,32.864
2020-12-25,10.0,93.98
2020-12-28,3.0,31.725
2020-12-28,5.0,52.126
2020-12-28,7.0,72.387
2020-12-28,10.0,92.892
2020-12-29,3.0,31.406
2020-12-29,5.0,52.184
2020-12-29,7.0,72.524
2020-12-29,10.0,92.658
2020-12-30,3.0,31.029
2020-12-30,5.0,51.138
2020-12-30,7.0,71.45
2020-12-30,10.0,92.005
2020-12-31,3.0,29.938
2020-12-31,5.0,49.896
2020-12-31,7.0,70.5
2020-12-31,10.0,90.931
2021-01-01,3.0,29.752
2021-01-01,10.0,90.674
2021-01-04,3.0,31.418
2021-01-04,5.0,52.465
2021-01-04,7.0,72.796
2021-01-04,10.0,92.898
2021-01-05,3.0,31.437
2021-01-05,5.0,51.738
2021-01-05,7.0,72.22
2021-01-05,10.0,92.873
2021-01-06,3.0,31.167
2021-01-06,5.0,51.613
2021-01-06,7.0,72.418
2021-01-06,10.0,92.446
2021-01-07,3.0,30.068
2021-01-07,5.0,50.118
2021-01-07,7.0,70.506
2021-01-07,10.0,91.626
2021-01-08,3.0,29.331
2021-01-08,5.0,49.653
2021-01-08,7.0,70.13
2021-01-08,10.0,90.813
2021-01-11,3.0,30.289
2021-01-11,5.0,51.17
2021-01-11,7.0,71.843
2021-01-11,10.0,92.057
2021-01-12,3.0,30.702
2021-01-12,5.0,51.549
2021-01-12,7.0,72.111
2021-01-12,10.0,92.543
2021-01-13,3.0,29.719
2021-01-13,5.0,49.836
2021-01-13,7.0,70.555
2021-01-13,10.0,91.291
2021-01-14,3.0,29.499
2021-01-14,5.0,50.073
2021-01-14,7.0,70.548
2021-01-14,10.0,91.071
2021-01-15,3.0,30.692
2021-01-15,5.0,51.981
2021-01-15,7.0,72.35
2021-01-15,10.0,92.694
2021-01-18,3.0,31.189
2021-01-18,10.0,93.11
2021-01-19,3.0,29.666
2021-01-19,5.0,50.539
2021-01-19,7.0,70.929
2021-01-19,10.0,92.045
2021-01-20,3.0,29.588
2021-01-20,5.0,50.758
2021-01-20,7.0,71.457
2021-01-20,10.0,91.839
2021-01-21,3.0,29.912
2021-01-21,5.0,50.751
2021-01-21,7.0,71.405
2021-01-21,10.0,92.183
2021-01-22,3.0,30.194
2021-01-22,5.0,51.078
2021-01-22,7.0,71.843
2021-01-22,10.0,92.437
2021-01-25,3.0,30.804
2021-01-25,5.0,51.75
2021-01-25,7.0,72.707
2021-01-25,10.0,93.167
2021-01-26,3.0,31.369
2021-01-26,5.0,52.686
2021-01-26,7.0,73.313
2021-01-26,10.0,93.686
2021-01-27,3.0,33.341
2021-01-27,5.0,55.695
2021-01-27,7.0,76.226
2021-01-27,10.0,95.86
2021-01-28,3.0,33.866
2021-01-28,5.0,55.436
2021-01-28,7.0,75.592
2021-01-28,10.0,96.47
2021-01-29,3.0,34.327
2021-01-29,5.0,56.051
2021-01-29,7.0,76.821
2021-01-29,10.0,97.321
2021-02-01,3.0,33.733
2021-02-01,5.0,54.986
2021-02-01,7.0,75.543
2021-02-01,10.0,96.336
2021-02-02,3.0,32.826
2021-02-02,5.0,52.77
2021-02-02,7.0,73.445
2021-02-02,10.0,94.543
2021-02-03,3.0,31.335
2021-02-03,5.0,52.619
2021-02-03,7.0,73.143
2021-02-03,10.0,94.083
2021-02-04,3.0,29.939
2021-02-04,5.0,51.343
2021-02-04,7.0,71.813
2021-02-04,10.0,92.969
2021-02-05,3.0,29.565
2021-02-05,5.0,50.804
2021-02-05,7.0,71.439
2021-02-05,10.0,92.465
2021-02-08,3.0,28.751
2021-02-08,5.0,50.205
2021-02-08,7.0,70.893
2021-02-08,10.0,91.686
2021-02-09,3.0,29.16
2021-02-09,5.0,50.78
2021-02-09,7.0,71.556
2021-02-09,10.0,92.498
2021-02-10,3.0,28.38
2021-02-10,5.0,50.287
2021-02-10,7.0,71.236
2021-02-10,10.0,92.067
2021-02-11,3.0,28.118
2021-02-11,5.0,50.256
2021-02-11,7.0,71.313
2021-02-11,10.0,91.927
2021-02-12,3.0,28.286
2021-02-12,5.0,50.42
2021-02-12,7.0,71.648
2021-02-12,10.0,92.061
2021-02-15,3.0,28.201
2021-02-15,10.0,92.02
2021-02-16,3.0,28.279
2021-02-16,5.0,50.565
2021-02-16,7.0,71.31
2021-02-16,10.0,92.115
2021-02-17,3.0,28.157
2021-02-17,5.0,50.279
2021-02-17,7.0,71.296
2021-02-17,10.0,92.127
2021-02-18,3.0,28.542
2021-02-18,5.0,50.998
2021-02-18,7.0,71.987
2021-02-18,10.0,92.675
2021-02-19,3.0,28.949
2021-02-19,5.0,51.621
2021-02-19,7.0,72.364
2021-02-19,10.0,93.108
2021-02-22,3.0,30.706
2021-02-22,5.0,53.8
2021-02-22,7.0,74.448
2021-02-22,10.0,94.845
2021-02-23,3.0,30.763
2021-02-23,5.0,52.821
2021-02-23,7.0,73.977
2021-02-23,10.0,94.806
2021-02-24,3.0,29.406
2021-02-24,5.0,51.708
2021-02-24,7.0,72.993
2021-02-24,10.0,93.825
2021-02-25,3.0,32.777
2021-02-25,5.0,56.225
2021-02-25,7.0,77.486
2021-02-25,10.0,97.099
2021-02-26,3.0,33.23
2021-02-26,5.0,55.873
2021-02-26,7.0,76.655
2021-02-26,10.0,97.75
2021-03-01,3.0,30.272
2021-03-01,5.0,52.711
2021-03-01,7.0,73.743
2021-03-01,10.0,94.963
2021-03-02,3.0,29.921
2021-03-02,5.0,53.369
2021-03-02,7.0,74.176
2021-03-02,10.0,95.022
2021-03-03,3.0,31.148
2021-03-03,5.0,54.595
2021-03-03,7.0,75.843
2021-03-03,10.0,96.167
2021-03-04,3.0,33.035
2021-03-04,5.0,56.494
2021-03-04,7.0,77.756
2021-03-04,10.0,98.158
2021-03-05,3.0,30.381
2021-03-05,5.0,53.645
2021-03-05,7.0,74.617
2021-03-05,10.0,96.006
2021-03-08,3.0,31.546
2021-03-08,5.0,56.155
2021-03-08,7.0,77.258
2021-03-08,10.0,97.29
2021-03-09,3.0,32.059
2021-03-09,5.0,55.12
2021-03-09,7.0,76.173
2021-03-09,10.0,97.238
2021-03-10,3.0,30.437
2021-03-10,5.0,52.933
2021-03-10,7.0,74.182
2021-03-10,10.0,95.37
2021-03-11,3.0,29.038
2021-03-11,5.0,52.569
2021-03-11,7.0,73.568
2021-03-11,10.0,94.691
2021-03-12,3.0,29.686
2021-03-12,5.0,52.689
2021-03-12,7.0,73.98
2021-03-12,10.0,95.042
2021-03-15,3.0,28.808
2021-03-15,5.0,51.607
2021-03-15,7.0,73.067
2021-03-15,10.0,94.027
2021-03-16,3.0,28.955
2021-03-16,5.0,51.975
2021-03-16,7.0,73.285
2021-03-16,10.0,94.266
2021-03-17,3.0,28.252
2021-03-17,5.0,50.892
2021-03-17,7.0,72.252
2021-03-17,10.0,93.41
2021-03-18,3.0,28.75
2021-03-18,5.0,52.47
2021-03-18,7.0,73.69
2021-03-18,10.0,94.393
2021-03-19,3.0,29.288
2021-03-19,5.0,52.106
2021-03-19,7.0,73.696
2021-03-19,10.0,94.728
2021-03-22,3.0,33.62
2021-03-22,5.0,57.475
2021-03-22,7.0,77.93
2021-03-22,10.0,98.166
2021-03-23,3.0,34.329
2021-03-23,5.0,57.967
2021-03-23,7.0,79.103
2021-03-23,10.0,98.655
2021-03-24,3.0,34.515
2021-03-24,5.0,58.086
2021-03-24,7.0,78.9
2021-03-24,10.0,98.881
2021-03-25,3.0,34.351
2021-03-25,5.0,57.644
2021-03-25,7.0,78.78
2021-03-25,10.0,98.548
2021-03-26,3.0,33.201
2021-03-26,5.0,56.334
2021-03-26,7.0,77.257
2021-03-26,10.0,97.683
2021-03-29,3.0,33.034
2021-03-29,5.0,56.168
2021-03-29,7.0,77.394
2021-03-29,10.0,97.762
2021-03-30,3.0,33.125
2021-03-30,5.0,56.508
2021-03-30,7.0,77.344
2021-03-30,10.0,97.746
2021-03-31,3.0,30.972
2021-03-31,5.0,53.985
2021-03-31,7.0,74.751
2021-03-31,10.0,95.529
2021-04-01,3.0,28.338
2021-04-01,5.0,51.236
2021-04-01,7.0,72.387
2021-04-01,10.0,93.252
2021-04-02,3.0,27.745
2021-04-02,5.0,50.713
2021-04-02,7.0,71.92
2021-04-02,10.0,92.347
2021-04-05,3.0,28.139
2021-04-05,5.0,51.289
2021-04-05,7.0,72.28
2021-04-05,10.0,92.813
2021-04-06,3.0,28.495
2021-04-06,5.0,51.619
2021-04-06,7.0,72.636
2021-04-06,10.0,93.115
2021-04-07,3.0,28.776
2021-04-07,5.0,51.798
2021-04-07,7.0,72.817
2021-04-07,10.0,93.355
2021-04-08,3.0,28.259
2021-04-08,5.0,50.985
2021-04-08,7.0,72.07
2021-04-08,10.0,92.698
2021-04-09,3.0,28.145
2021-04-09,5.0,50.879
2021-04-09,7.0,71.801
2021-04-09,10.0,92.509
2021-04-12,3.0,28.254
2021-04-12,5.0,50.98
2021-04-12,7.0,71.984
2021-04-12,10.0,92.587
2021-04-13,3.0,28.261
2021-04-13,5.0,51.224
2021-04-13,7.0,72.051
2021-04-13,10.0,92.756
2021-04-14,3.0,28.273
2021-04-14,5.0,51.146
2021-04-14,7.0,71.962
2021-04-14,10.0,92.566
2021-04-15,3.0,27.38
2021-04-15,5.0,49.995
2021-04-15,7.0,70.885
2021-04-15,10.0,91.656
2021-04-16,3.0,27.549
2021-04-16,5.0,50.32
2021-04-16,7.0,71.246
2021-04-16,10.0,91.675
2021-04-19,3.0,28.027
2021-04-19,5.0,50.72
2021-04-19,7.0,71.537
2021-04-19,10.0,92.071
2021-04-20,3.0,28.897
2021-04-20,5.0,52.091
2021-04-20,7.0,72.584
2021-04-20,10.0,92.899
2021-04-21,3.0,28.837
2021-04-21,5.0,51.505
2021-04-21,7.0,72.253
2021-04-21,10.0,92.907
2021-04-22,3.0,29.196
2021-04-22,5.0,52.047
2021-04-22,7.0,72.657
2021-04-22,10.0,93.132
2021-04-23,3.0,28.707
2021-04-23,5.0,51.163
2021-04-23,7.0,71.607
2021-04-23,10.0,92.199
2021-04-26,3.0,28.661
2021-04-26,5.0,51.143
2021-04-26,7.0,71.749
2021-04-26,10.0,91.947
2021-04-27,3.0,29.175
2021-04-27,5.0,51.534
2021-04-27,7.0,72.079
2021-04-27,10.0,92.252
2021-04-28,3.0,28.618
2021-04-28,5.0,50.806
2021-04-28,7.0,71.578
2021-04-28,10.0,91.761
2021-04-29,3.0,27.762
2021-04-29,5.0,50.039
2021-04-29,7.0,70.689
2021-04-29,10.0,90.873
2021-04-30,3.0,27.979
2021-04-30,5.0,50.432
2021-04-30,7.0,70.972
2021-04-30,10.0,91.097
2021-05-03,3.0,27.873
2021-05-03,5.0,50.263
2021-05-03,7.0,70.787
2021-05-03,10.0,90.966
2021-05-04,3.0,28.308
2021-05-04,5.0,50.789
2021-05-04,7.0,71.493
2021-05-04,10.0,91.374
2021-05-05,3.0,28.503
2021-05-05,5.0,51.072
2021-05-05,7.0,71.601
2021-05-05,10.0,91.628
2021-05-06,3.0,28.929
2021-05-06,5.0,51.279
2021-05-06,7.0,71.761
2021-05-06,10.0,91.903
2021-05-07,3.0,28.097
2021-05-07,5.0,50.363
2021-05-07,7.0,70.712
2021-05-07,10.0,91.059
2021-05-10,3.0,28.933
2021-05-10,5.0,51.861
2021-05-10,7.0,71.865
2021-05-10,10.0,91.253
2021-05-11,3.0,29.629
2021-05-11,5.0,52.27
2021-05-11,7.0,72.491
2021-05-11,10.0,92.48
2021-05-12,3.0,30.77
2021-05-12,5.0,53.792
2021-05-12,7.0,74.01
2021-05-12,10.0,93.567
2021-05-13,3.0,30.087
2021-05-13,5.0,52.303
2021-05-13,7.0,72.925
2021-05-13,10.0,92.941
2021-05-14,3.0,28.377
2021-05-14,5.0,50.67
2021-05-14,7.0,71.339
2021-05-14,10.0,91.251
2021-05-17,3.0,29.012
2021-05-17,5.0,51.532
2021-05-17,7.0,72.061
2021-05-17,10.0,91.695
2021-05-18,3.0,29.851
2021-05-18,5.0,52.536
2021-05-18,7.0,72.733
2021-05-18,10.0,92.544
2021-05-19,3.0,30.714
2021-05-19,5.0,52.941
2021-05-19,7.0,73.476
2021-05-19,10.0,93.125
2021-05-20,3.0,30.124
2021-05-20,5.0,52.265
2021-05-20,7.0,72.629
2021-05-20,10.0,92.568
2021-05-21,3.0,30.117
2021-05-21,5.0,52.44
2021-05-21,7.0,72.827
2021-05-21,10.0,92.614
2021-05-24,3.0,29.901
2021-05-24,5.0,51.371
2021-05-24,10.0,91.808
2021-05-25,3.0,30.301
2021-05-25,5.0,51.993
2021-05-25,7.0,72.484
2021-05-25,10.0,92.137
2021-05-26,3.0,30.147
2021-05-26,5.0,51.65
2021-05-26,7.0,72.231
2021-05-26,10.0,91.992
2021-05-27,3.0,29.733
2021-05-27,5.0,50.939
2021-05-27,7.0,71.734
2021-05-27,10.0,91.479
2021-05-28,3.0,29.159
2021-05-28,5.0,50.621
2021-05-28,7.0,71.055
2021-05-28,10.0,91.158
2021-05-31,3.0,29.05
2021-05-31,10.0,91.093
2021-06-01,3.0,28.541
2021-06-01,5.0,50.06
2021-06-01,7.0,70.597
2021-06-01,10.0,90.442
2021-06-02,3.0,28.579
2021-06-02,5.0,50.078
2021-06-02,7.0,70.303
2021-06-02,10.0,90.338
2021-06-03,3.0,29.3
2021-06-03,5.0,50.899
2021-06-03,7.0,71.035
2021-06-03,10.0,91.093
2021-06-04,3.0,28.787
2021-06-04,5.0,50.174
2021-06-04,7.0,70.157
2021-06-04,10.0,90.599
2021-06-07,3.0,28.679
2021-06-07,5.0,50.421
2021-06-07,7.0,70.408
2021-06-07,10.0,90.482
2021-06-08,3.0,28.746
2021-06-08,5.0,50.447
2021-06-08,7.0,70.549
2021-06-08,10.0,90.57
2021-06-09,3.0,28.619
2021-06-09,5.0,50.225
2021-06-09,7.0,70.313
2021-06-09,10.0,90.464
2021-06-10,3.0,27.552
2021-06-10,5.0,48.912
2021-06-10,7.0,68.964
2021-06-10,10.0,89.394
2021-06-11,3.0,27.059
2021-06-11,5.0,48.287
2021-06-11,7.0,68.248
2021-06-11,10.0,88.604
2021-06-14,3.0,26.969
2021-06-14,5.0,48.62
2021-06-14,7.0,68.65
2021-06-14,10.0,88.789
2021-06-15,3.0,27.256
2021-06-15,5.0,48.662
2021-06-15,7.0,68.578
2021-06-15,10.0,88.738
2021-06-16,3.0,27.528
2021-06-16,5.0,49.323
2021-06-16,7.0,68.939
2021-06-16,10.0,89.252
2021-06-17,3.0,28.041
2021-06-17,5.0,49.646
2021-06-17,7.0,69.455
2021-06-17,10.0,89.754
2021-06-18,3.0,29.023
2021-06-18,5.0,50.932
2021-06-18,7.0,70.687
2021-06-18,10.0,90.914
2021-06-21,3.0,28.289
2021-06-21,5.0,49.51
2021-06-21,7.0,69.634
2021-06-21,10.0,90.419
2021-06-22,3.0,27.68
2021-06-22,5.0,49.055
2021-06-22,7.0,69.077
2021-06-22,10.0,89.518
2021-06-23,3.0,27.586
2021-06-23,5.0,48.756
2021-06-23,7.0,68.64
2021-06-23,10.0,89.179
2021-06-24,3.0,26.956
2021-06-24,5.0,47.99
2021-06-24,7.0,67.897
2021-06-24,10.0,88.818
2021-06-25,3.0,26.142
2021-06-25,5.0,47.215
2021-06-25,7.0,67.136
2021-06-25,10.0,88.037
2021-06-28,3.0,26.386
2021-06-28,5.0,47.842
2021-06-28,7.0,67.543
2021-06-28,10.0,88.13
2021-06-29,3.0,26.694
2021-06-29,5.0,47.836
2021-06-29,7.0,67.608
2021-06-29,10.0,88.254
2021-06-30,3.0,26.585
2021-06-30,5.0,47.681
2021-06-30,7.0,67.512
2021-06-30,10.0,88.218
2021-07-01,3.0,26.376
2021-07-01,5.0,47.614
2021-07-01,7.0,67.248
2021-07-01,10.0,87.952
2021-07-02,3.0,25.903
2021-07-02,5.0,46.888
2021-07-02,7.0,66.672
2021-07-02,10.0,87.446
2021-07-05,3.0,25.819
2021-07-05,10.0,87.307
2021-07-06,3.0,26.342
2021-07-06,5.0,47.562
2021-07-06,7.0,67.31
2021-07-06,10.0,87.843
2021-07-07,3.0,26.715
2021-07-07,5.0,47.938
2021-07-07,7.0,67.708
2021-07-07,10.0,88.353
2021-07-08,3.0,27.726
2021-07-08,5.0,49.014
2021-07-08,7.0,68.929
2021-07-08,10.0,89.397
2021-07-09,3.0,26.886
2021-07-09,5.0,48.004
2021-07-09,7.0,67.89
2021-07-09,10.0,88.648
2021-07-12,3.0,26.764
2021-07-12,5.0,47.923
2021-07-12,7.0,67.687
2021-07-12,10.0,88.32
2021-07-13,3.0,27.209
2021-07-13,5.0,48.585
2021-07-13,7.0,68.435
2021-07-13,10.0,88.851
2021-07-14,3.0,27.229
2021-07-14,5.0,48.603
2021-07-14,7.0,68.192
2021-07-14,10.0,88.936
2021-07-15,3.0,27.996
2021-07-15,5.0,49.35
2021-07-15,7.0,69.152
2021-07-15,10.0,89.745
2021-07-16,3.0,28.703
2021-07-16,5.0,50.055
2021-07-16,7.0,69.91
2021-07-16,10.0,90.548
2021-07-19,3.0,30.553
2021-07-19,5.0,52.285
2021-07-19,7.0,72
2021-07-19,10.0,92.413
2021-07-20,3.0,29.673
2021-07-20,5.0,50.724
2021-07-20,7.0,70.56
2021-07-20,10.0,91.494
2021-07-21,3.0,28.117
2021-07-21,5.0,48.886
2021-07-21,7.0,68.758
2021-07-21,10.0,89.905
2021-07-22,3.0,27.99
2021-07-22,5.0,49.133
2021-07-22,7.0,69.002
2021-07-22,10.0,89.769
2021-07-23,3.0,27.567
2021-07-23,5.0,48.416
2021-07-23,7.0,68.338
2021-07-23,10.0,89.58
2021-07-26,3.0,27.728
2021-07-26,5.0,48.656
2021-07-26,7.0,68.62
2021-07-26,10.0,89.635
2021-07-27,3.0,28.124
2021-07-27,5.0,49.616
2021-07-27,7.0,69.603
2021-07-27,10.0,90.501
2021-07-28,3.0,28.143
2021-07-28,5.0,49.05
2021-07-28,7.0,69.021
2021-07-28,10.0,90.196
2021-07-29,3.0,27.867
2021-07-29,5.0,48.995
2021-07-29,7.0,68.572
2021-07-29,10.0,89.833
2021-07-30,3.0,28.334
2021-07-30,5.0,49.79
2021-07-30,7.0,69.7
2021-07-30,10.0,90.502
2021-08-02,3.0,28.611
2021-08-02,5.0,49.845
2021-08-02,7.0,69.754
2021-08-02,10.0,90.638
2021-08-03,3.0,28.632
2021-08-03,5.0,49.777
2021-08-03,7.0,70.21
2021-08-03,10.0,90.876
2021-08-04,3.0,28.998
2021-08-04,5.0,50.439
2021-08-04,7.0,70.322
2021-08-04,10.0,91.3
2021-08-05,3.0,28.731
2021-08-05,5.0,49.625
2021-08-05,7.0,69.725
2021-08-05,10.0,90.902
2021-08-06,3.0,28.226
2021-08-06,5.0,49.021
2021-08-06,10.0,90.205
2021-08-09,3.0,28.424
2021-08-09,5.0,49.435
2021-08-09,7.0,69.651
2021-08-09,10.0,90.497
2021-08-10,3.0,29.05
2021-08-10,5.0,50.339
2021-08-10,7.0,70.117
2021-08-10,10.0,91.217
2021-08-11,3.0,29.053
2021-08-11,5.0,49.898
2021-08-11,7.0,69.881
2021-08-11,10.0,91.008
2021-08-12,3.0,28.43
2021-08-12,5.0,49.04
2021-08-12,7.0,69.009
2021-08-12,10.0,90.187
2021-08-13,3.0,27.872
2021-08-13,5.0,48.4
2021-08-13,7.0,68.365
2021-08-13,10.0,89.548
2021-08-16,3.0,27.996
2021-08-16,5.0,48.822
2021-08-16,7.0,68.807
2021-08-16,10.0,89.792
2021-08-17,3.0,28.707
2021-08-17,5.0,49.711
2021-08-17,7.0,69.848
2021-08-17,10.0,90.645
2021-08-18,3.0,28.786
2021-08-18,5.0,50.543
2021-08-18,7.0,69.903
2021-08-18,10.0,91.074
2021-08-19,3.0,29.557
2021-08-19,5.0,50.468
2021-08-19,7.0,70.483
2021-08-19,10.0,91.514
2021-08-20,3.0,29.157
2021-08-20,5.0,49.653
2021-08-20,7.0,69.592
2021-08-20,10.0,90.94
2021-08-23,3.0,28.037
2021-08-23,5.0,48.549
2021-08-23,7.0,68.504
2021-08-23,10.0,90.155
2021-08-24,3.0,27.775
2021-08-24,5.0,48.486
2021-08-24,7.0,68.381
2021-08-24,10.0,89.88
2021-08-25,3.0,27.348
2021-08-25,5.0,47.821
2021-08-25,7.0,67.736
2021-08-25,10.0,89.425
2021-08-26,3.0,27.82
2021-08-26,5.0,48.478
2021-08-26,7.0,68.332
2021-08-26,10.0,89.509
2021-08-27,3.0,26.559
2021-08-27,5.0,46.56
2021-08-27,7.0,66.194
2021-08-27,10.0,88.313
2021-08-30,3.0,26.158
2021-08-30,5.0,46.181
2021-08-30,7.0,65.751
2021-08-30,10.0,87.317
2021-08-31,3.0,26.022
2021-08-31,5.0,46.1
2021-08-31,7.0,65.959
2021-08-31,10.0,87.546
2021-09-01,3.0,26.016
2021-09-01,5.0,46.083
2021-09-01,7.0,65.79
2021-09-01,10.0,87.236
2021-09-02,3.0,26.14
2021-09-02,5.0,46.383
2021-09-02,7.0,66.075
2021-09-02,10.0,87.514
2021-09-03,3.0,26.559
2021-09-03,5.0,46.861
2021-09-03,7.0,66.401
2021-09-03,10.0,87.507
2021-09-06,3.0,26.556
2021-09-06,10.0,87.517
2021-09-07,3.0,27.104
2021-09-07,5.0,47.25
2021-09-07,7.0,66.924
2021-09-07,10.0,88.08
2021-09-08,3.0,26.681
2021-09-08,5.0,46.716
2021-09-08,7.0,66.349
2021-09-08,10.0,87.756
2021-09-09,3.0,26.631
2021-09-09,5.0,46.934
2021-09-09,7.0,66.526
2021-09-09,10.0,87.687
2021-09-10,3.0,27.008
2021-09-10,5.0,47.299
2021-09-10,7.0,66.864
2021-09-10,10.0,87.984
2021-09-13,3.0,26.727
2021-09-13,5.0,46.708
2021-09-13,7.0,66.504
2021-09-13,10.0,87.767
2021-09-14,3.0,26.634
2021-09-14,5.0,46.918
2021-09-14,7.0,66.482
2021-09-14,10.0,87.745
2021-09-15,3.0,26.324
2021-09-15,5.0,46.179
2021-09-15,7.0,65.825
2021-09-15,10.0,87.28
2021-09-16,3.0,26.148
2021-09-16,5.0,46.134
2021-09-16,7.0,65.768
2021-09-16,10.0,87.105
2021-09-17,3.0,26.453
2021-09-17,5.0,46.761
2021-09-17,7.0,66.411
2021-09-17,10.0,87.555
2021-09-20,3.0,32.917
2021-09-20,5.0,53.749
2021-09-20,7.0,73.703
2021-09-20,10.0,92.868
2021-09-21,3.0,32.633
2021-09-21,5.0,53.156
2021-09-21,7.0,72.72
2021-09-21,10.0,92.941
2021-09-22,3.0,31.114
2021-09-22,5.0,51.429
2021-09-22,7.0,71.041
2021-09-22,10.0,91.693
2021-09-23,3.0,30.703
2021-09-23,5.0,50.856
2021-09-23,7.0,70.541
2021-09-23,10.0,89.996
2021-09-24,3.0,30.77
2021-09-24,5.0,50.966
2021-09-24,7.0,70.707
2021-09-24,10.0,90.701
2021-09-27,3.0,30.842
2021-09-27,5.0,50.946
2021-09-27,7.0,70.389
2021-09-27,10.0,90.531
2021-09-28,3.0,31.691
2021-09-28,5.0,52.085
2021-09-28,7.0,71.548
2021-09-28,10.0,91.28
2021-09-29,3.0,31.917
2021-09-29,5.0,52.181
2021-09-29,7.0,71.507
2021-09-29,10.0,91.432
2021-09-30,3.0,32.852
2021-09-30,5.0,53.249
2021-09-30,7.0,72.625
2021-09-30,10.0,92.668
2021-10-01,3.0,32.511
2021-10-01,5.0,52.366
2021-10-01,7.0,71.917
2021-10-01,10.0,91.366
2021-10-04,3.0,32.956
2021-10-04,5.0,53.315
2021-10-04,7.0,72.971
2021-10-04,10.0,92.523
2021-10-05,3.0,33.367
2021-10-05,5.0,53.744
2021-10-05,7.0,73.04
2021-10-05,10.0,92.878
2021-10-06,3.0,33.331
2021-10-06,5.0,53.742
2021-10-06,7.0,73.38
2021-10-06,10.0,92.808
2021-10-07,3.0,33.003
2021-10-07,5.0,53.293
2021-10-07,7.0,72.518
2021-10-07,10.0,92.463
2021-10-08,3.0,32.958
2021-10-08,5.0,53.893
2021-10-08,7.0,73.464
2021-10-08,10.0,92.677
2021-10-11,3.0,32.873
2021-10-11,10.0,92.852
2021-10-12,3.0,34.274
2021-10-12,5.0,55.05
2021-10-12,7.0,74.569
2021-10-12,10.0,93.69
2021-10-13,3.0,33.657
2021-10-13,5.0,54.124
2021-10-13,7.0,73.737
2021-10-13,10.0,93.119
2021-10-14,3.0,32.436
2021-10-14,5.0,52.14
2021-10-14,7.0,71.89
2021-10-14,10.0,91.477
2021-10-15,3.0,31.629
2021-10-15,5.0,52.159
2021-10-15,7.0,71.686
2021-10-15,10.0,90.777
2021-10-18,3.0,31.946
2021-10-18,5.0,52.145
2021-10-18,7.0,71.947
2021-10-18,10.0,91.127
2021-10-19,3.0,31.285
2021-10-19,5.0,51.491
2021-10-19,7.0,71.162
2021-10-19,10.0,90.426
2021-10-20,3.0,30.939
2021-10-20,5.0,51.24
2021-10-20,7.0,70.909
2021-10-20,10.0,90.265
2021-10-21,3.0,31.048
2021-10-21,5.0,51.651
2021-10-21,7.0,71.311
2021-10-21,10.0,90.623
2021-10-22,3.0,31.39
2021-10-22,5.0,52.085
2021-10-22,7.0,71.977
2021-10-22,10.0,91.205
2021-10-25,3.0,31.036
2021-10-25,5.0,51.36
2021-10-25,7.0,71.342
2021-10-25,10.0,90.839
2021-10-26,3.0,30.616
2021-10-26,5.0,50.975
2021-10-26,7.0,70.858
2021-10-26,10.0,90.421
2021-10-27,3.0,30.806
2021-10-27,5.0,51.588
2021-10-27,7.0,70.398
2021-10-27,10.0,90.786
2021-10-28,3.0,30.789
2021-10-28,5.0,51.221
2021-10-28,7.0,70.185
2021-10-28,10.0,90.769
2021-10-29,3.0,31.488
2021-10-29,5.0,52.283
2021-10-29,7.0,71.319
2021-10-29,10.0,91.533
2021-11-01,3.0,31.941
2021-11-01,5.0,52.563
2021-11-01,7.0,71.615
2021-11-01,10.0,92.17
2021-11-02,3.0,31.629
2021-11-02,5.0,51.976
2021-11-02,7.0,71.034
